TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
Glyceraldehyde-3-phosphate M0,XIC,C3H7O6P,Metabolomics,,ESI,5000,,168.99075,M-H,-,1,17,60,,40,,,,
Glyceraldehyde-3-phosphate M1,XIC,C3H7O6P,Metabolomics,,ESI,5000,,169.9941,M-H,-,1,17,60,,40,,,168.99075,0
Glyceraldehyde-3-phosphate M2,XIC,C3H7O6P,Metabolomics,,ESI,5000,,170.99745,M-H,-,1,17,60,,40,,,168.99075,0
Glyceraldehyde-3-phosphate M3,XIC,C3H7O6P,Metabolomics,,ESI,5000,,172.0008,M-H,-,1,17,60,,40,,,168.99075,0
Glyceric acid M0,XIC,C3H6O4,Metabolomics,,ESI,5000,,105.01933,M-H,-,1,11.1,60,,40,,,,
Glycerol M0,XIC,C3H8O3,Metabolomics,,ESI,5000,,91.04007,M-H,-,1,2.7,60,,40,,,,
Glycerol M1,XIC,C3H8O3,Metabolomics,,ESI,5000,,92.04342,M-H,-,1,2.7,60,,40,,,91.04007,0
Glycerol M2,XIC,C3H8O3,Metabolomics,,ESI,5000,,93.04677,M-H,-,1,2.7,60,,40,,,91.04007,0
Glycerol M3,XIC,C3H8O3,Metabolomics,,ESI,5000,,94.05012,M-H,-,1,2.7,60,,40,,,91.04007,0
Glycerol-2-phosphate M0,XIC,C3H9O6P,Metabolomics,,ESI,5000,,171.0064,M-H,-,1,13.5,60,,40,,,,
Glycerol-2-phosphate M1,XIC,C3H9O6P,Metabolomics,,ESI,5000,,172.00975,M-H,-,1,13.5,60,,40,,,171.0064,0
Glycerol-2-phosphate M2,XIC,C3H9O6P,Metabolomics,,ESI,5000,,173.0131,M-H,-,1,13.5,60,,40,,,171.0064,0
Glycerol-2-phosphate M3,XIC,C3H9O6P,Metabolomics,,ESI,5000,,174.01645,M-H,-,1,13.5,60,,40,,,171.0064,0
Glycerol-3-phosphate M0,XIC,C3H9O6P,Metabolomics,,ESI,5000,,171.0064,M-H,-,1,6.2,60,,40,,,,
Glycerol-3-phosphate M1,XIC,C3H9O6P,Metabolomics,,ESI,5000,,172.00975,M-H,-,1,6.2,60,,40,,,171.0064,0
Glycerol-3-phosphate M2,XIC,C3H9O6P,Metabolomics,,ESI,5000,,173.0131,M-H,-,1,6.2,60,,40,,,171.0064,0
Glycerol-3-phosphate M3,XIC,C3H9O6P,Metabolomics,,ESI,5000,,174.01645,M-H,-,1,6.2,60,,40,,,171.0064,0
Glycine M0,XIC,C2H5NO2,Metabolomics,,ESI,5000,,76.0393,M+H,+,1,8.6,60,,40,,,74.0233,0
Glycine N1,XIC,C2H5NO3,Metabolomics,,ESI,5000,,77.03633,M+H,+,1,8.6,60,,40,,,74.0233,0
Glycine M1,XIC,C2H5NO2,Metabolomics,,ESI,5000,,77.04265,M+H,+,1,8.6,60,,40,,,76.0393,0
Glycine M2,XIC,C2H5NO2,Metabolomics,,ESI,5000,,78.046,M+H,+,1,8.6,60,,40,,,76.0393,0
Glyoxylic acid M0,XIC,C2H2O3,Metabolomics,,ESI,5000,,72.99312,M-H,-,1,4.6,60,,40,,,,
GMP M0,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,362.05072,M-H,-,1,18.6,240,,40,,,,
GMP M1,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,363.05407,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M10,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,372.08422,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M2,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,364.05742,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M3,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,365.06077,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M4,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,366.06412,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M5,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,367.06747,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M6,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,368.07082,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M7,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,369.07417,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M8,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,370.07752,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP M9,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,371.08087,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP N1,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,363.04776,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP N2,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,364.0448,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP N3,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,365.04184,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP N4,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,366.03888,M-H,-,1,18.6,240,,40,,,362.05072,0
GMP N5,XIC,C10H14N5O8P,Metabolomics,,ESI,5000,,367.03592,M-H,-,1,18.6,240,,40,,,362.05072,0
GSH M0,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,308.09032,M+H,+,1,16.4,60,,40,,,306.07665,0
GSH M1,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,309.09367,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M10,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,318.12382,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M2,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,310.09702,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M3,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,311.10037,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M4,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,312.10372,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M5,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,313.10707,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M6,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,314.11042,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M7,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,315.11377,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M8,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,316.11712,M+H,+,1,16.4,60,,40,,,308.09032,0
GSH M9,XIC,C10H17N3O6S,Metabolomics,,ESI,5000,,317.6047,M+H,+,1,16.4,60,,40,,,308.09032,0
GSSG M0,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,613.15924,M+H,+,1,18.1,60,,40,,,,
GSSG M1,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,614.16259,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M2,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,615.16594,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M3,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,616.16929,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M4,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,617.17264,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M5,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,618.17599,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M6,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,619.17934,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M7,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,620.18269,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M8,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,621.18604,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M9,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,622.18939,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M10,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,623.19274,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M11,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,624.19609,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M12,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,625.19944,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M13,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,626.20279,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M14,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,627.20614,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M15,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,628.20949,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M16,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,629.21284,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M17,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,630.21619,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M18,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,631.21954,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M19,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,632.22289,M+H,+,1,18.1,60,,40,,,613.15924,0
GSSG M20,XIC,C20H32N6O12S2,Metabolomics,,ESI,5000,,633.22624,M+H,+,1,18.1,60,,40,,,613.15924,0
GTP M0,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,521.98338,M-H,-,1,26,240,,40,,,,
GTP M1,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,522.98673,M-H,-,1,26,240,,40,,,521.98338,0
GTP M10,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,532.01688,M-H,-,1,26,240,,40,,,521.98338,0
GTP M2,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,523.99008,M-H,-,1,26,240,,40,,,521.98338,0
GTP M3,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,524.99343,M-H,-,1,26,240,,40,,,521.98338,0
GTP M4,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,525.99678,M-H,-,1,26,240,,40,,,521.98338,0
GTP M5,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,527.00013,M-H,-,1,26,240,,40,,,521.98338,0
GTP M6,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,528.00348,M-H,-,1,26,240,,40,,,521.98338,0
GTP M7,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,529.00683,M-H,-,1,26,240,,40,,,521.98338,0
GTP M8,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,530.01018,M-H,-,1,26,240,,40,,,521.98338,0
GTP M9,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,531.01353,M-H,-,1,26,240,,40,,,521.98338,0
GTP N1,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,522.98042,M-H,-,1,26,240,,40,,,521.98338,0
GTP N2,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,523.97746,M-H,-,1,26,240,,40,,,521.98338,0
GTP N3,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,524.9745,M-H,-,1,26,240,,40,,,521.98338,0
GTP N4,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,525.97154,M-H,-,1,26,240,,40,,,521.98338,0
GTP N5,XIC,C10H16N5O14P3,Metabolomics,,ESI,5000,,526.96858,M-H,-,1,26,240,,40,,,521.98338,0
Guanidinoacetate M0,XIC,C3H7N3O2,Metabolomics,,ESI,5000,,118.0611,M+H,+,1,5.5,60,,40,,,,
Guanine M0,XIC,C5H5N5O,Metabolomics,,ESI,5000,,152.05669,M+H,+,1,6.83,60,,40,,,,
Guanine M1,XIC,C5H5N5O,Metabolomics,,ESI,5000,,153.06004,M+H,+,1,6.83,60,,40,,,152.05669,0
Guanine M2,XIC,C5H5N5O,Metabolomics,,ESI,5000,,154.06339,M+H,+,1,6.83,60,,40,,,152.05669,0
Guanine M3,XIC,C5H5N5O,Metabolomics,,ESI,5000,,155.06674,M+H,+,1,6.83,60,,40,,,152.05669,0
Guanine M4,XIC,C5H5N5O,Metabolomics,,ESI,5000,,156.07009,M+H,+,1,6.83,60,,40,,,152.05669,0
Guanine M5,XIC,C5H5N5O,Metabolomics,,ESI,5000,,157.07344,M+H,+,1,6.83,60,,40,,,152.05669,0
Hippuric acid M0,XIC,C9H9NO3,Metabolomics,,ESI,5000,,178.05097,M-H,-,1,7.48,60,,40,,,,
Histidine M0,XIC,C6H9N3O2,Metabolomics,,ESI,5000,,156.07675,M+H,+,1,9.4,60,,40,,,,
Homocitric Acid M0,XIC,C7H10O7,Metabolomics,,ESI,5000,,205.03538,M-H,-,1,17.21,60,,40,,,,
Homocysteine M0,XIC,C4H9NO2S,Metabolomics,,ESI,5000,,134.02812,M-H,-,1,8.3,60,,40,,,,
Homocysteine M1,XIC,C4H9NO2S,Metabolomics,,ESI,5000,,135.03147,M-H,-,1,8.3,60,,40,,,134.02812,0
Homocysteine M2,XIC,C4H9NO2S,Metabolomics,,ESI,5000,,136.03482,M-H,-,1,8.3,60,,40,,,134.02812,0
Homocysteine M3,XIC,C4H9NO2S,Metabolomics,,ESI,5000,,137.03817,M-H,-,1,8.3,60,,40,,,134.02812,0
Homocysteine M4,XIC,C4H9NO2S,Metabolomics,,ESI,5000,,138.04152,M-H,-,1,8.3,60,,40,,,134.02812,0
Homogentisic acid M0,XIC,C8H8O4,Metabolomics,,ESI,5000,,167.03498,M-H,-,1,5.11,60,,40,,,,
Homoisocitric Acid M0,XIC,C7H10O7,Metabolomics,,ESI,5000,,205.03538,M-H,-,1,17.66,60,,40,,,,
Homoserine M0,XIC,C4H9NO3,Metabolomics,,ESI,5000,,118.05097,M-H,-,1,7.91,60,,40,,,,
4-Hydroxybenzoic acid M0,XIC,C7H6O3,Metabolomics,,ESI,5000,,137.02442,M-H,-,1,5.14,60,,40,,,,
Hydroxyhydroquinone M0,XIC,C6H6O3,Metabolomics,,ESI,5000,,125.02442,M-H,-,1,5.64,60,,40,,,,
Hydroxyisocaproic acid M0,XIC,C6H12O3,Metabolomics,,ESI,5000,,131.07137,M-H,-,1,5.86,60,,40,,,,
Hydroxyisovaleric acid M0,XIC,C5H10O3,Metabolomics,,ESI,5000,,117.05572,M-H,-,1,7.49,60,,40,,,,
Hydroxyphenylpyruvate M0,XIC,C9H8O4,Metabolomics,,ESI,5000,,179.03498,M-H,-,1,15.59,60,,40,,,,
Hydroxyproline M0,XIC,C5H9NO3,Metabolomics,,ESI,5000,,132.06552,M+H,+,1,7.9,60,,40,,,,
Hydroxyproline M1,XIC,C5H9NO3,Metabolomics,,ESI,5000,,133.06887,M+H,+,1,7.9,60,,40,,,132.06552,0
Hydroxyproline M2,XIC,C5H9NO3,Metabolomics,,ESI,5000,,134.07222,M+H,+,1,7.9,60,,40,,,132.06552,0
Hydroxyproline M3,XIC,C5H9NO3,Metabolomics,,ESI,5000,,135.07557,M+H,+,1,7.9,60,,40,,,132.06552,0
Hydroxyproline M4,XIC,C5H9NO3,Metabolomics,,ESI,5000,,136.07892,M+H,+,1,7.9,60,,40,,,132.06552,0
Hydroxyproline M5,XIC,C5H9NO3,Metabolomics,,ESI,5000,,137.08227,M+H,+,1,7.9,60,,40,,,132.06552,0
Hypotaurine M0,XIC,C2H7NO2S,Metabolomics,,ESI,5000,,110.02703,M+H,+,1,9.1,60,,40,,,,
Hypotaurine M1,XIC,C2H7NO2S,Metabolomics,,ESI,5000,,111.03038,M+H,+,1,9.1,60,,40,,,110.02703,0
Hypotaurine M2,XIC,C2H7NO2S,Metabolomics,,ESI,5000,,112.03373,M+H,+,1,9.1,60,,40,,,110.02703,0
Hypoxanthine M0,XIC,C5H4N4O,Metabolomics,,ESI,5000,,137.04579,M+H,+,1,8,60,,40,,,,
Hypoxanthine M1,XIC,C5H4N4O,Metabolomics,,ESI,5000,,138.04914,M+H,+,1,8,60,,40,,,137.04579,0
Hypoxanthine M2,XIC,C5H4N4O,Metabolomics,,ESI,5000,,139.05249,M+H,+,1,8,60,,40,,,137.04579,0
Hypoxanthine M3,XIC,C5H4N4O,Metabolomics,,ESI,5000,,140.05584,M+H,+,1,8,60,,40,,,137.04579,0
Hypoxanthine M4,XIC,C5H4N4O,Metabolomics,,ESI,5000,,141.05919,M+H,+,1,8,60,,40,,,137.04579,0
Hypoxanthine M5,XIC,C5H4N4O,Metabolomics,,ESI,5000,,142.06254,M+H,+,1,8,60,,40,,,137.04579,0
IMP M0,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,347.03982,M-H,-,1,15.5,60,,40,,,,
IMP M1,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,348.04317,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M10,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,357.07332,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M2,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,349.04652,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M3,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,350.04987,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M4,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,351.05322,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M5,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,352.05657,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M6,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,353.05992,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M7,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,354.06327,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M8,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,355.06662,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP M9,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,356.06997,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP N1,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,348.03686,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP N2,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,349.0339,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP N3,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,350.03094,M-H,-,1,15.5,60,,40,,,347.03982,0
IMP N4,XIC,C10H13N4O8P,Metabolomics,,ESI,5000,,351.02798,M-H,-,1,15.5,60,,40,,,347.03982,0
Indole,XIC,C8H7N,Metabolomics,,ESI,5000,,118.06513,M+H,+,1,6.16,60,,40,,,,
5-Hydroxyindoleacetic Acid M0,XIC,C10H9NO3,Metabolomics,,ESI,5000,,192.06552,M+H,+,1,8.7,60,,40,,,,
Indoxylsulfuric acid M0,XIC,C8H7NO4S,Metabolomics,,ESI,5000,,212.0023,M-H,-,1,4.47,60,,40,,,,
Inosine M0,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,269.08805,M+H,+,1,8.6,60,,40,,,,
Inosine M1,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,270.0914,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M10,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,279.12155,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M2,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,271.09475,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M3,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,272.0981,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M4,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,273.10145,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M5,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,274.1048,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M6,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,275.10815,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M7,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,276.1115,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M8,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,277.11485,M+H,+,1,8.6,60,,40,,,269.08805,0
Inosine M9,XIC,C10H12N4O5,Metabolomics,,ESI,5000,,278.1182,M+H,+,1,8.6,60,,40,,,269.08805,0
Inositol,XIC,C6H12O6,Metabolomics,,ESI,5000,,179.05611,M-H,-,1,5.6,60,,40,,,,
Isobutyric Acid M0,XIC,C4H8O2,Metabolomics,,ESI,5000,,87.04515,M-H,-,1,6.63,60,,40,,,,
Isocaproic Acid M0,XIC,C6H12O2,Metabolomics,,ESI,5000,,115.07645,M-H,-,1,8.5,60,,40,,,,
Isocitric Acid M0,XIC,C6H8O7,Metabolomics,,ESI,5000,,191.01973,M-H,-,1,17.32,60,,40,,,,
Isonicotinic acid M0,XIC,C6H5NO2,Metabolomics,,ESI,5000,,124.0393,M+H,+,1,8.97,60,,40,,,,
Isovaleric acid M0,XIC,C5H10O2,Metabolomics,,ESI,5000,,101.0608,M-H,-,1,6.11,60,,40,,,,
2-Ketoisovaleric Acid M0,XIC,C5H8O3,Metabolomics,,ESI,5000,,115.04007,M-H,-,1,5.49,60,,40,,,,
2-Ketoglutaramic Acid,XIC,C5H7NO4,Metabolomics,,ESI,5000,,144.03023,M-H,-,1,10.3,60,,40,,,,
Kynurenine M0,XIC,C10H12N2O3,Metabolomics,,ESI,5000,,209.09207,M+H,+,1,6.18,60,,40,,,,
Lactate M0,XIC,C3H6O3,Metabolomics,,ESI,5000,,89.02442,M-H,-,1,9,60,,40,,,,
Lactate M1,XIC,C3H6O3,Metabolomics,,ESI,5000,,90.02777,M-H,-,1,9,60,,40,,,89.02442,0
Lactate M2,XIC,C3H6O3,Metabolomics,,ESI,5000,,91.03112,M-H,-,1,9,60,,40,,,89.02442,0
Lactate M3,XIC,C3H6O3,Metabolomics,,ESI,5000,,92.03447,M-H,-,1,9,60,,40,,,89.02442,0
Leucine-Isoleucine M0,XIC,C6H13NO2,Metabolomics,,ESI,5000,,132.10191,M+H,+,1,6.4,60,,40,,,131.09408,0
Leucine-Isoleucine N1,XIC,C6H13NO3,Metabolomics,,ESI,5000,,133.09894,M+H,+,1,6.4,60,,40,,,,
Linoleic Acid M0,XIC,C18H32O2,Metabolomics,,ESI,5000,,279.2329,M-H,-,1,4,60,,40,,,,
Lysine M0,XIC,C6H14N2O2,Metabolomics,,ESI,5000,,147.1128,M+H,+,1,10.5,60,,40,,,146.10498,0
Lysine N1,XIC,C6H14N2O3,Metabolomics,,ESI,5000,,148.10983,M+H,+,1,10.5,60,,40,,,146.10498,0
Malate M0,XIC,C4H6O5,Metabolomics,,ESI,5000,,133.01425,M-H,-,1,16.6,60,,40,,,115.002,0
Malate M1,XIC,C4H6O5,Metabolomics,,ESI,5000,,134.0176,M-H,-,1,16.6,60,,40,,,133.01425,0
Malate M2,XIC,C4H6O5,Metabolomics,,ESI,5000,,135.02095,M-H,-,1,16.6,60,,40,,,133.01425,0
Malate M3,XIC,C4H6O5,Metabolomics,,ESI,5000,,136.0243,M-H,-,1,16.6,60,,40,,,133.01425,0
Malate M4,XIC,C4H6O5,Metabolomics,,ESI,5000,,137.02765,M-H,-,1,16.6,60,,40,,,133.01425,0
Maleic Acid M0,XIC,C4H4O4,Metabolomics,,ESI,5000,,115.00368,M-H,-,1,16.2,60,,40,,,,
Maleic Acid M1,XIC,C4H4O5,Metabolomics,,ESI,5000,,116.00703,M-H,-,1,16.2,60,,40,,,115.00368,0
Maleic Acid M2,XIC,C4H4O6,Metabolomics,,ESI,5000,,117.01038,M-H,-,1,16.2,60,,40,,,115.00368,0
Maleic Acid M3,XIC,C4H4O7,Metabolomics,,ESI,5000,,118.01373,M-H,-,1,16.2,60,,40,,,115.00368,0
Maleic Acid M4,XIC,C4H4O8,Metabolomics,,ESI,5000,,119.01708,M-H,-,1,16.2,60,,40,,,115.00368,0
Maltol M0,XIC,C6H6O3,Metabolomics,,ESI,5000,,125.02442,M-H,-,1,4.84,60,,40,,,,
Melamine M0,XIC,C3H6N6,Metabolomics,,ESI,5000,,127.07267,M+H,+,1,5,60,,40,,,,
Mercaptopyruvic Acid M0,XIC,C3H4O3S,Metabolomics,,ESI,5000,,118.98084,M-H,-,1,6.6,60,,40,,,,
Mercaptopyruvic Acid M1,XIC,C3H4O3S,Metabolomics,,ESI,5000,,119.98419,M-H,-,1,6.6,60,,40,,,118.98084,0
Mercaptopyruvic Acid M2,XIC,C3H4O3S,Metabolomics,,ESI,5000,,120.98754,M-H,-,1,6.6,60,,40,,,118.98084,0
Mercaptopyruvic Acid M3,XIC,C3H4O3S,Metabolomics,,ESI,5000,,121.99089,M-H,-,1,6.6,60,,40,,,118.98084,0
Methionine M0,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,150.05833,M+H,+,1,7.4,60,,40,,,,
Methionine M1,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,151.06168,M+H,+,1,7.4,60,,40,,,150.05833,0
Methionine M2,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,152.06503,M+H,+,1,7.4,60,,40,,,150.05833,0
Methionine M3,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,153.06838,M+H,+,1,7.4,60,,40,,,150.05833,0
Methionine M4,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,154.07173,M+H,+,1,7.4,60,,40,,,150.05833,0
Methionine M5,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,155.07508,M+H,+,1,7.4,60,,40,,,150.05833,0
Methionine N1,XIC,C5H11NO2S,Metabolomics,,ESI,5000,,151.05536,M+H,+,1,7.4,60,,40,,,,
Methionine Sulfoxide M0,XIC,C5H11NO3S,Metabolomics,,ESI,5000,,166.05324,M+H,+,1,9.9,60,,40,,,,
Methylglyoxal M0,XIC,C3H4O2,Metabolomics,,ESI,5000,,117.01933,M-H,-,1,17.4,60,,40,,,,
Methylglyoxal M1,XIC,C3H4O2,Metabolomics,,ESI,5000,,118.02268,M-H,-,1,17.4,60,,40,,,117.01933,0
Methylglyoxal M2,XIC,C3H4O2,Metabolomics,,ESI,5000,,119.02603,M-H,-,1,17.4,60,,40,,,117.01933,0
Methylglyoxal M3,XIC,C3H4O2,Metabolomics,,ESI,5000,,120.02938,M-H,-,1,17.4,60,,40,,,117.01933,0
Methylmalonic Acid,XIC,C4H6O4,Metabolomics,,ESI,5000,,117.01933,M-H,-,1,17.55,60,,40,,,,
3-Methylphenylacetic Acid M0,XIC,C9H10O2,Metabolomics,,ESI,5000,,149.0608,M-H,-,1,5.84,60,,40,,,,
Mevalonic acid M0,XIC,C6H12O4,Metabolomics,,ESI,5000,,147.06628,M-H,-,1,9.2,60,,40,,,,
Mevalonic acid M1,XIC,C6H12O5,Metabolomics,,ESI,5000,,148.06963,M-H,-,1,9.2,60,,40,,,147.06628,0
Mevalonic acid M2,XIC,C6H12O6,Metabolomics,,ESI,5000,,149.07298,M-H,-,1,9.2,60,,40,,,147.06628,0
Mevalonic acid M3,XIC,C6H12O7,Metabolomics,,ESI,5000,,150.07633,M-H,-,1,9.2,60,,40,,,147.06628,0
Mevalonic acid M4,XIC,C6H12O8,Metabolomics,,ESI,5000,,151.07968,M-H,-,1,9.2,60,,40,,,147.06628,0
Mevalonic acid M5,XIC,C6H12O9,Metabolomics,,ESI,5000,,152.08303,M-H,-,1,9.2,60,,40,,,147.06628,0
